Business LIcense,Violation Date,Violation,Inspector Comments
09FOOD-0237,04/25/2017,"(29) PLUMBING: Installed, maintained",The interior condensation line to the upright cooler is leaking. Repair the leak.
09FOOD-0359,04/25/2017,"(22) FOOD EQUIPMENT AND UTENSILS: Food contact surfaces of equipment and utensils: clean, free of abrasives and detergents.",Surface of 3 compartment sinks are soiled. Clean the sinks before filling with soap |  water or sanitizer.
13FOOD-0009,04/25/2017,"(35) INSECT, RODENT, ANIMAL CONTROL: Presence of insects/rodents; outer openings protected; no birds, turtles, other animals.",CRITICAL VIOLATION. Fruit flies still found under the bar area. Treat area.
09FOOD-0237,04/25/2017,"(22) FOOD EQUIPMENT AND UTENSILS: Food contact surfaces of equipment and utensils: clean, free of abrasives and detergents.",The sides of coolers and cooking equipment are soiled. Routinely clean all surfaces. The underside of the surface above the cook line coolers is soiled. Routinely clean all surfaces.
09FOOD-0169,04/25/2017,(23) FOOD EQUIPMENT AND UTENSILS: Non-food contact surfaces of equipment and utensils: clean.,Surface of 3 compartment sink has a residue. Clean surface.
09FOOD-0359,04/25/2017,(23) FOOD EQUIPMENT AND UTENSILS: Non-food contact surfaces of equipment and utensils: clean.,Display food shelves contain food debris. Clean.
09FOOD-0237,04/25/2017,"(36) FLOORS, WALLS AND CEILINGS: Floors; constructed, drained, clean, good repair, coving installation; dustless cleaning methods.",The floor under the cook line and coolers is heavily soiled. Routinely clean all surfaces.
10FOOD-0019,04/25/2017,"(29) PLUMBING: Installed, maintained",The water line behind the dump sink near the dish machine is leaking. Repair the water leak.
09FOOD-0359,04/25/2017,"(24) FOOD EQUIPMENT AND UTENSILS: Storage, handling of clean equipment, utensils.",Observed knives in knife rack of chefs kitchen to be dirty. Please be sure that knives have been cleaned before placing in dry rack.
09FOOD-0359,04/25/2017,"(36) FLOORS, WALLS AND CEILINGS: Floors; constructed, drained, clean, good repair, coving installation; dustless cleaning methods.",Observed food scraps occasionally under tables and coolers and below display case shelves by cheese. Please be sure to thoroughly clean these areas especially hard to reach areas.
09FOOD-0237,04/25/2017,"(24) FOOD EQUIPMENT AND UTENSILS: Storage, handling of clean equipment, utensils.",Utensils are being improperly stored between counters. This area is not routinely cleaned. Store the utensils in a different location.
10FOOD-0019,04/25/2017,"(22) FOOD EQUIPMENT AND UTENSILS: Food contact surfaces of equipment and utensils: clean, free of abrasives and detergents.",The sides of the fryer and stovetop are soiled. Routinely clean all surfaces.
09FOOD-0288,04/27/2017,"(21) FOOD EQUIPMENT AND UTENSILS: Wiping cloths: clean, use restricted",Quaternary ammonia / Chlorine / IodineObserved wiping cloths placed on tables. Please assure wiping cloths are stored in sanitizer when not in use.
09FOOD-0119,04/28/2017,"(21) FOOD EQUIPMENT AND UTENSILS: Wiping cloths: clean, use restricted",Quaternary ammonia / Chlorine / Iodineobserved wiping cloths on cutting boards and tables.  Please review with staff that wiping cloths must be stored in sanitizer when not in use.
09FOOD-0357,04/24/2017,"(21) FOOD EQUIPMENT AND UTENSILS: Wiping cloths: clean, use restricted",Quaternary ammonia / Chlorine / Iodinestore wiping cloths in sanitizing solution when not in use
09FOOD-0240,04/25/2017,(5) FOOD PROTECTION: Thermometers provided and conspicuous,please assure thermometers are conspicuous in all coolers.  Many thermometers not found or pushed to rear of cooler.
10FOOD-0022,04/28/2017,"(35) INSECT, RODENT, ANIMAL CONTROL: Presence of insects/rodents; outer openings protected; no birds, turtles, other animals.",CRITICAL VIOLATION.Observed numerous accumulation of flies/gnats in the basement by sump pump system and ice machine area by shelving. Please contact and increase pest service in these areas.
10FOOD-0022,04/28/2017,"(24) FOOD EQUIPMENT AND UTENSILS: Storage, handling of clean equipment, utensils.",Observed possibly used knives in knife rack of kitchen. Please assure knives are properly cleaned and sanitized before placing back in rack.
13FOOD-0004,04/28/2017,"(21) FOOD EQUIPMENT AND UTENSILS: Wiping cloths: clean, use restricted",Quaternary ammonia / Chlorine / IodineObserved wiping cloths on tables and cutting boards. Please store in sanitizer when not in use.
09FOOD-0357,04/24/2017,(5) FOOD PROTECTION: Thermometers provided and conspicuous,assure thermometers are displayed conspicuously as many were observed missing or pushed to rear of cooler.
09FOOD-0288,04/27/2017,"(15) FOOD EQUIPMENT AND UTENSILS: Non-food contact surfaces: designed, constructed, maintained, installed, located.",Please replace porcelain hand sinks with food grade stainless steel NSF APPROVED HAND SINKS.
13FOOD-0004,04/28/2017,"(14) FOOD EQUIPMENT AND UTENSILS: Food (ice) contact surfaces: designed, constructed, maintained, installed, located.",Observed food dispensing utensil in ingredients without a handle. Please assure food dispensing utensils are food grade with handle and stored properly with handle presented out of ingredient.
09FOOD-0240,04/25/2017,"(21) FOOD EQUIPMENT AND UTENSILS: Wiping cloths: clean, use restricted",Quaternary ammonia / Chlorine / Iodinestore wiping cloths in sanitizer when not in use
09FOOD-0375,05/01/2017,"(29) PLUMBING: Installed, maintained",The sink near the dining room is leaking. Repair the faucet to stop the leak. This will help keep area dry and prevent pests.
09FOOD-0128,05/01/2017,(23) FOOD EQUIPMENT AND UTENSILS: Non-food contact surfaces of equipment and utensils: clean.,The top surface of the dish machine is soiled. Clean surface.
09FOOD-0375,05/01/2017,"(21) FOOD EQUIPMENT AND UTENSILS: Wiping cloths: clean, use restricted",Soiled wiping cloths found on various shelves. Wiping cloths should be stored in a sanitizer bucket between use.
09FOOD-0375,05/01/2017,(23) FOOD EQUIPMENT AND UTENSILS: Non-food contact surfaces of equipment and utensils: clean.,Food debris found on shelves. Clean.
09FOOD-0128,05/01/2017,"(20) FOOD EQUIPMENT AND UTENSILS: Sanitization rinse: clean, temperature, concentration.",CRITICAL VIOLATION. Chlorine 0ppm. The sanitizer rinse is not providing 50ppm of chlorine. Discontinue use until machine is serviced. The final rinse must provide 50ppm of chlorine. The machine must be serviced within 10 days.
09FOOD-0375,05/01/2017,"(22) FOOD EQUIPMENT AND UTENSILS: Food contact surfaces of equipment and utensils: clean, free of abrasives and detergents.",Surface of 3 compartment sink is soiled. Dump current water and wash and sanitize the sink basin's surface.
09FOOD-0297,05/02/2017,(45) OTHER OPERATIONS: CERTIFIED FOOD HANDLER.,CRITICAL VIOLATION.Please renew Food Service Sanitation Manager Certificate. Certificate has expired.
09FOOD-0074,05/02/2017,"(12) PERSONNEL: Hands washed; clean, good hygienic practices.",CRITICAL VIOLATION. An employee demonstrated improper handwashing technique by turning off the faucet with bare hands. Correct handwashing steps were discussed with staff.
16FOOD-0026,05/02/2017,"(12) PERSONNEL: Hands washed; clean, good hygienic practices.",CRITICAL VIOLATION. Observed an employee improperly washing their hands by using their bare hands to turn off the faucet. Proper Handwashing steps was discussed with staff.
09FOOD-0074,05/02/2017,"(3) FOOD PROTECTION: Potentially hazardous food meets temperature and date marking requirements during storage, preparation, display, service and transportation",CRITICAL VIOLATION. Two containers of chorizo were being stored in a reach in cooler at 52 F. All other items were below 41 F. The chorizo was discarded.
09FOOD-0074,05/02/2017,(38) LIGHTING: Provided as required; fixtures shielded.,Not enough light is provided in the dry storage room. Change the light bulbs.
16FOOD-0026,05/02/2017,"(8) CROSS CONTAMINATION: Food protection during storage, preparation, display, service and transportation",There is a potential for contamination from the hand sink next to the fryer hot hold. Install a splash guard to prevent contamination.
09FOOD-0074,05/02/2017,"(24) FOOD EQUIPMENT AND UTENSILS: Storage, handling of clean equipment, utensils.",Silverware is being stored improperly. Store with the handles all facing the same way to prevent contamination from soiled hands.
16FOOD-0035,05/03/2017,"(8) CROSS CONTAMINATION: Food protection during storage, preparation, display, service and transportation",Sugar and flour bins were not covered with a lid. Ensure the bins are properly covered when then product is not in use.
16FOOD-0035,05/03/2017,"(32) TOILET AND HAND WASHING FACILITIES: Toilet rooms enclosed, self-closing doors. Fixtures: good repair, clean; hand cleanser, sanitary towels/hand drying devices provided; proper waste receptables; tissue.",Soap missing from a hand wash sink. Ensure all sinks have soap readily available for hand washing.
09FOOD-0275,05/04/2017,"(8) CROSS CONTAMINATION: Food protection during storage, preparation, display, service and transportation",Raw chicken stored next to ready to eat foods. Ensure items are kept separate in order to prevent cross contamination.
09FOOD-0263,05/04/2017,"(17) FOOD EQUIPMENT AND UTENSILS: Accurate thermometers, chemical test kits provided; gauge cock.",Incorrect test strips are being used for the dish machine. Obtain chlorine test strips to properly measure the sanitizer concentration.
09FOOD-0263,05/04/2017,"(37) FLOORS, WALLS AND CEILINGS: Walls, ceilings, equipment attached: constructed, good repair, clean surfaces; dustless cleaning methods.",The wall behind the dish machine is in disrepair. Repair the damage.
09FOOD-0275,05/04/2017,(23) FOOD EQUIPMENT AND UTENSILS: Non-food contact surfaces of equipment and utensils: clean.,Surface of the 3 compartment sink basins are soiled. Scrub and clean the surfaces before filling the sinks for dish washing.
09FOOD-0275,05/04/2017,"(24) FOOD EQUIPMENT AND UTENSILS: Storage, handling of clean equipment, utensils.",Cooking utensils were stored in a drawer slightly soiled. Clean the utensils and the drawer.
09FOOD-0263,05/04/2017,"(14) FOOD EQUIPMENT AND UTENSILS: Food (ice) contact surfaces: designed, constructed, maintained, installed, located.",The wooden prep table in the kitchen has deep grooves and can no longer be properly cleaned and sanitized. Replace the table.
09FOOD-0263,05/04/2017,"(36) FLOORS, WALLS AND CEILINGS: Floors; constructed, drained, clean, good repair, coving installation; dustless cleaning methods.",The floor under the dish machine is soiled. Routinely clean all floors.
09FOOD-0278,05/08/2017,"(8) CROSS CONTAMINATION: Food protection during storage, preparation, display, service and transportation",Bulk items stored without a cover (flour |  corn meal). Ensure these items are covered while in storage.
09FOOD-0278,05/08/2017,"(17) FOOD EQUIPMENT AND UTENSILS: Accurate thermometers, chemical test kits provided; gauge cock.",Currently using heat stickers to test dish machine for a 160F sanitize rinse. Replace with 180F stickers. Rinse cycle must reach 180F.
09FOOD-0069,05/04/2017,(45) OTHER OPERATIONS: CERTIFIED FOOD HANDLER.,CRITICAL VIOLATION.Renewing certification... 4 days expired
09FOOD-0069,05/04/2017,"(8) CROSS CONTAMINATION: Food protection during storage, preparation, display, service and transportation",observed food containers stored on top of raw ready to eat food.  Please allow separate storage for each ingredient.
14FOOD-0042,05/04/2017,(45) OTHER OPERATIONS: CERTIFIED FOOD HANDLER.,CRITICAL VIOLATION.Provide proof of Certified food service manager certificate
09FOOD-0069,05/04/2017,"(21) FOOD EQUIPMENT AND UTENSILS: Wiping cloths: clean, use restricted",Quaternary ammonia / Chlorine / IodineStore wiping cloths in sanitizing solution when not in use.
09FOOD-0283,05/08/2017,(45) OTHER OPERATIONS: CERTIFIED FOOD HANDLER.,CRITICAL VIOLATION. Copy of the FSSMC is not on site.
09FOOD-0069,05/04/2017,"(36) FLOORS, WALLS AND CEILINGS: Floors; constructed, drained, clean, good repair, coving installation; dustless cleaning methods.",assure floors are cleaned daily |  especially in hard to reach areas such as corners |  under tables and counters.
09FOOD-0262,05/09/2017,"(37) FLOORS, WALLS AND CEILINGS: Walls, ceilings, equipment attached: constructed, good repair, clean surfaces; dustless cleaning methods.",Paint is peeling on multiple walls through out the kitchen. Repair the damage.
09FOOD-0178,05/09/2017,(23) FOOD EQUIPMENT AND UTENSILS: Non-food contact surfaces of equipment and utensils: clean.,Observed dust accumulation at exhaust hood baffles. Please have cleaned.
